date,amount,account_code,account_name,vendor,description,journal_ref
2024-11-15,2289.03,6080,Repairs & Maintenance,Globex Corp,Equipment rental,JE-00240
2024-10-31,1157.66,6060,Marketing Expense,Umbrella Co,Equipment rental,JE-00147
2024-04-23,2233.08,4020,Service Revenue,Tyrell Corp,Maintenance work,JE-00279
2024-01-09,24250.0,6070,Travel & Entertainment,Wayne Enterprises,Service charge,JE-00673
2024-09-12,1162.57,6090,Office Supplies,Cyberdyne Systems,Monthly invoice,JE-00266
2024-05-31,3728.6,6020,Software Subscriptions,Wayne Enterprises,Subscription renewal,JE-00315
2024-03-07,1985.55,4010,Sales Revenue,Stark Industries,Supplies purchase,JE-00380
2024-02-29,6853.12,6050,Utilities Expense,Initech LLC,Reimbursement,JE-00354
2024-07-02,1088.81,6060,Marketing Expense,Hooli Inc,Maintenance work,JE-00580
2024-07-25,4166.45,6010,Professional Fees,Stark Industries,Service charge,JE-00032
2024-03-19,3745.91,6010,Professional Fees,Umbrella Co,Monthly invoice,JE-00050
2024-07-24,2089.88,4020,Service Revenue,Soylent Foods,Monthly invoice,JE-00494
2024-05-26,24000.0,6050,Utilities Expense,Northwind Co #5859,,JE-00744
2024-10-10,1725.4,4020,Service Revenue,Tyrell Corp,Equipment rental,JE-00023
2024-08-09,3072.47,6040,Rent Expense,Globex Corp,Service charge,JE-00137
2024-09-26,6874.28,6050,Utilities Expense,Stark Industries,,JE-00657
2024-03-13,3325.81,6070,Travel & Entertainment,Soylent Foods,,JE-00689
2024-02-15,3960.32,7010,Bank Fees,Stark Industries,Contract milestone,JE-00118
2024-07-08,5722.65,6030,Insurance Expense,Umbrella Co,Contract milestone,JE-00355
2024-06-27,1774.83,4020,Service Revenue,Tyrell Corp,Maintenance work,JE-00186
2024-04-25,3132.0,6020,Software Subscriptions,Wayne Enterprises,Reimbursement,JE-00412
2024-10-09,1071.02,6060,Marketing Expense,Initech LLC,Equipment rental,JE-00519
2024-07-17,615.27,6060,Marketing Expense,Cyberdyne Systems,Maintenance work,JE-00342
2024-11-27,4295.53,6080,Repairs & Maintenance,Soylent Foods,Service charge,JE-00599
2024-09-02,3865.07,6070,Travel & Entertainment,Cyberdyne Systems,Maintenance work,JE-00057
2024-11-29,27394.58,6040,Rent Expense,Acme Supplies,Service charge,JE-00685
2024-01-17,1149.39,5010,Cost of Goods Sold,Umbrella Co,Maintenance work,JE-00195
2024-03-12,1202.73,5010,Cost of Goods Sold,Globex Corp,Monthly invoice,JE-00156
2024-06-03,773.62,5010,Cost of Goods Sold,Cyberdyne Systems,Service charge,JE-00175
2024-08-01,6619.08,6040,Rent Expense,Acme Supplies,Contract milestone,JE-00328
2024-10-07,3100.0,6040,Rent Expense,Globex Corp,Service charge,JE-00704
2024-12-26,1266.58,6060,Marketing Expense,Soylent Foods,Subscription renewal,JE-00429
2024-01-21,9600.0,6030,Insurance Expense,Maple Holdings #2861,,JE-00735
2024-09-25,2078.12,4010,Sales Revenue,Cyberdyne Systems,Monthly invoice,JE-00574
2024-04-05,4231.83,6080,Repairs & Maintenance,Wayne Enterprises,Reimbursement,JE-00422
2024-08-02,3828.07,6070,Travel & Entertainment,Umbrella Co,Equipment rental,JE-00610
2024-05-16,4031.66,6020,Software Subscriptions,Tyrell Corp,Supplies purchase,JE-00286
2024-08-23,4902.91,6040,Rent Expense,Massive Dynamic,Service charge,JE-00060
2024-05-03,3504.26,6050,Utilities Expense,Acme Supplies,Monthly invoice,JE-00456
2024-05-16,2980.39,6050,Utilities Expense,Globex Corp,Monthly invoice,JE-00442
2024-07-09,3816.02,6070,Travel & Entertainment,Hooli Inc,Vendor payment,JE-00464
2024-04-08,1172.03,5010,Cost of Goods Sold,Hooli Inc,Reimbursement,JE-00249
2024-04-12,2276.68,4010,Sales Revenue,Massive Dynamic,Supplies purchase,JE-00563
2024-12-26,9600.0,6030,Insurance Expense,Northwind Co #8190,,JE-00779
2024-01-03,9125.7,6030,Insurance Expense,Massive Dynamic,Subscription renewal,JE-00511
2024-10-23,5110.67,6010,Professional Fees,Vandelay Imports,Contract milestone,JE-00159
2024-05-22,1021.36,5010,Cost of Goods Sold,Soylent Foods,Consulting fee,JE-00346
2024-08-07,4186.26,6040,Rent Expense,Wayne Enterprises,Vendor payment,JE-00167
2024-12-30,4800.0,5010,Cost of Goods Sold,Maple Holdings #7423,,JE-00761
2024-05-03,1114.57,6060,Marketing Expense,Tyrell Corp,Maintenance work,JE-00310
2024-12-05,2075.73,4020,Service Revenue,Hooli Inc,Contract milestone,JE-00649
2024-07-31,890.01,6060,Marketing Expense,Stark Industries,Contract milestone,JE-00214
2024-10-08,4770.54,6030,Insurance Expense,Soylent Foods,Service charge,JE-00387
2024-09-19,4362.42,6030,Insurance Expense,Soylent Foods,Monthly invoice,JE-00576
2024-08-01,721.68,6090,Office Supplies,Globex Corp,Maintenance work,JE-00273
2024-07-29,716.56,6090,Office Supplies,Vandelay Imports,Vendor payment,JE-00598
2024-01-17,3160.28,6010,Professional Fees,Initech LLC,Vendor payment,JE-00400
2024-11-28,6158.4,6040,Rent Expense,Umbrella Co,Consulting fee,JE-00405
2024-01-18,2794.76,4010,Sales Revenue,Wayne Enterprises,Service charge,JE-00444
2024-02-16,366.54,6090,Office Supplies,Stark Industries,Reimbursement,JE-00168
2024-10-14,938.79,6060,Marketing Expense,Stark Industries,Service charge,JE-00353
2024-12-11,1216.83,6060,Marketing Expense,Vandelay Imports,Service charge,JE-00129
2024-12-23,3818.67,6070,Travel & Entertainment,Massive Dynamic,Reimbursement,JE-00135
2024-01-14,4800.0,6050,Utilities Expense,Beacon LLC #3405,,JE-00781
2024-12-06,6608.25,6040,Rent Expense,Stark Industries,Vendor payment,JE-00591
2024-10-23,4683.96,6080,Repairs & Maintenance,Acme Supplies,Maintenance work,JE-00472
2024-04-19,1477.04,5010,Cost of Goods Sold,Cyberdyne Systems,Reimbursement,JE-00041
2024-09-30,750.1,6060,Marketing Expense,Acme Supplies,Vendor payment,JE-00437
2024-12-03,3122.29,6020,Software Subscriptions,Wayne Enterprises,Reimbursement,JE-00131
2024-12-30,4800.0,6010,Professional Fees,Apex Traders #6082,,JE-00800
2024-08-13,2098.19,4010,Sales Revenue,Globex Corp,Supplies purchase,JE-00476
2024-12-31,9600.0,6090,Office Supplies,Redrock LLC #9607,,JE-00734
2024-03-18,3413.52,6010,Professional Fees,Soylent Foods,Reimbursement,JE-00339
2024-11-19,4101.26,6070,Travel & Entertainment,Wayne Enterprises,Consulting fee,JE-00615
2024-06-12,6389.41,6040,Rent Expense,Massive Dynamic,Equipment rental,JE-00343
2024-02-15,1379.38,4020,Service Revenue,Hooli Inc,Vendor payment,JE-00481
2024-12-13,1265.38,6090,Office Supplies,Umbrella Co,Vendor payment,JE-00205
2024-02-03,9600.0,6010,Professional Fees,Northwind Co #7925,,JE-00768
2024-01-22,888.97,6060,Marketing Expense,Acme Supplies,Reimbursement,JE-00062
2024-09-09,2236.81,4020,Service Revenue,Vandelay Imports,Subscription renewal,JE-00618
2024-09-06,1243.31,5010,Cost of Goods Sold,Soylent Foods,Reimbursement,JE-00172
2024-11-11,1134.82,5010,Cost of Goods Sold,Acme Supplies,Monthly invoice,JE-00209
2024-01-09,3546.63,4010,Sales Revenue,Umbrella Co,Service charge,JE-00334
2024-02-05,2659.24,6080,Repairs & Maintenance,Massive Dynamic,Maintenance work,JE-00285
2024-07-26,2163.8,4020,Service Revenue,Cyberdyne Systems,Consulting fee,JE-00578
2024-05-20,6529.14,6030,Insurance Expense,Hooli Inc,Reimbursement,JE-00268
2024-07-15,1047.09,4020,Service Revenue,Umbrella Co,Subscription renewal,JE-00336
2024-07-05,803.22,5010,Cost of Goods Sold,Acme Supplies,Supplies purchase,JE-00505
2024-08-27,1479.87,4010,Sales Revenue,Acme Supplies,Maintenance work,JE-00243
2024-07-25,6945.05,6030,Insurance Expense,Tyrell Corp,Maintenance work,JE-00379
2024-09-17,6412.9,6040,Rent Expense,Massive Dynamic,Vendor payment,JE-00289
2024-05-07,4801.85,6050,Utilities Expense,Acme Supplies,Subscription renewal,JE-00573
2024-10-14,3977.51,6070,Travel & Entertainment,Hooli Inc,Vendor payment,JE-00399
2024-02-21,1004.14,6090,Office Supplies,Vandelay Imports,Consulting fee,JE-00149
2024-04-26,4259.76,6040,Rent Expense,Hooli Inc,Reimbursement,JE-00236
2024-08-08,1018.55,6090,Office Supplies,Wayne Enterprises,Service charge,JE-00303
2024-12-22,24000.0,6010,Professional Fees,Maple Holdings #3738,,JE-00794
2024-10-30,4539.38,6020,Software Subscriptions,Umbrella Co,Equipment rental,JE-00274
2024-09-10,1536.84,5010,Cost of Goods Sold,Hooli Inc,Contract milestone,JE-00207
2024-07-01,24250.0,4020,Service Revenue,Massive Dynamic,Reimbursement,JE-00664
2024-10-30,895.24,6090,Office Supplies,Umbrella Co,Equipment rental,JE-00251
2024-11-28,3479.3,7010,Bank Fees,Vandelay Imports,Vendor payment,JE-00204
2024-11-18,1083.19,5010,Cost of Goods Sold,Soylent Foods,Monthly invoice,JE-00042
2024-01-26,4384.87,6050,Utilities Expense,Acme Supplies,Subscription renewal,JE-00158
2024-12-27,3056.39,4010,Sales Revenue,Tyrell Corp,Equipment rental,JE-00466
2024-06-21,1226.55,4020,Service Revenue,Massive Dynamic,Consulting fee,JE-00351
2024-10-01,4423.24,6080,Repairs & Maintenance,Massive Dynamic,Service charge,JE-00022
2024-10-30,3455.11,7010,Bank Fees,Acme Supplies,Service charge,JE-00570
2024-12-11,7460.69,6040,Rent Expense,Soylent Foods,Vendor payment,JE-00210
2024-07-10,803.57,6060,Marketing Expense,Vandelay Imports,Maintenance work,JE-00522
2024-09-02,1026.68,5010,Cost of Goods Sold,Tyrell Corp,Reimbursement,JE-00102
2024-12-30,4926.82,6030,Insurance Expense,Globex Corp,Equipment rental,JE-00029
2024-11-19,5574.22,6040,Rent Expense,Wayne Enterprises,Vendor payment,JE-00572
2024-09-20,3931.33,6050,Utilities Expense,Cyberdyne Systems,Reimbursement,JE-00635
2024-02-28,7483.67,6030,Insurance Expense,Hooli Inc,Equipment rental,JE-00145
2024-03-22,3944.9,6040,Rent Expense,Soylent Foods,Reimbursement,JE-00568
2024-10-01,996.48,6060,Marketing Expense,Tyrell Corp,Consulting fee,JE-00256
2024-03-13,1117.29,5010,Cost of Goods Sold,Cyberdyne Systems,Supplies purchase,JE-00301
2024-10-15,5575.04,6010,Professional Fees,Soylent Foods,Service charge,JE-00103
2024-04-26,808.57,6090,Office Supplies,Soylent Foods,Vendor payment,JE-00448
2024-11-20,8453.11,6040,Rent Expense,Soylent Foods,Equipment rental,JE-00305
2024-11-05,7633.08,6050,Utilities Expense,Wayne Enterprises,Supplies purchase,JE-00121
2024-06-20,853.64,6090,Office Supplies,Acme Supplies,Service charge,JE-00015
2024-01-17,2586.45,6080,Repairs & Maintenance,Globex Corp,Monthly invoice,JE-00489
2024-11-19,2667.32,4010,Sales Revenue,Umbrella Co,Vendor payment,JE-00219
2024-06-02,9600.0,6060,Marketing Expense,Maple Holdings #8761,,JE-00786
2024-01-09,3366.71,7010,Bank Fees,Vandelay Imports,Vendor payment,JE-00036
2024-11-01,1317.42,5010,Cost of Goods Sold,Hooli Inc,Maintenance work,JE-00297
2024-07-09,1310.94,5010,Cost of Goods Sold,Soylent Foods,Equipment rental,JE-00089
2024-01-10,3945.22,6080,Repairs & Maintenance,Umbrella Co,Reimbursement,JE-00066
2024-01-05,4802.02,6040,Rent Expense,Soylent Foods,Reimbursement,JE-00323
2024-05-01,5602.18,6050,Utilities Expense,Umbrella Co,Service charge,JE-00199
2024-07-23,3277.73,6020,Software Subscriptions,Globex Corp,Contract milestone,JE-00306
2024-12-30,1678.07,4020,Service Revenue,Soylent Foods,Vendor payment,JE-00361
2024-03-05,6778.88,6050,Utilities Expense,Beacon LLC #6615,Subscription renewal,JE-00677
2024-08-28,5711.19,6050,Utilities Expense,Cyberdyne Systems,Supplies purchase,JE-00602
2024-06-27,2487.16,6020,Software Subscriptions,Hooli Inc,Monthly invoice,JE-00038
2024-06-19,2434.42,4010,Sales Revenue,Tyrell Corp,Monthly invoice,JE-00116
2024-02-22,7068.6,6030,Insurance Expense,Vandelay Imports,Monthly invoice,JE-00098
2024-09-24,1117.7,6060,Marketing Expense,Acme Supplies,Reimbursement,JE-00338
2024-01-26,782.77,6090,Office Supplies,Umbrella Co,Reimbursement,JE-00595
2024-09-30,4329.79,7010,Bank Fees,Acme Supplies,Reimbursement,JE-00413
2024-06-28,2729.96,7010,Bank Fees,Vandelay Imports,Equipment rental,JE-00556
2024-09-12,5326.93,6050,Utilities Expense,Globex Corp,Contract milestone,JE-00401
2024-12-24,5900.85,6070,Travel & Entertainment,Massive Dynamic,Contract milestone,JE-00031
2024-09-27,1688.75,4020,Service Revenue,Stark Industries,Equipment rental,JE-00151
2024-07-26,3054.08,6010,Professional Fees,Stark Industries,Reimbursement,JE-00559
2024-06-19,4301.09,6010,Professional Fees,Soylent Foods,Vendor payment,JE-00179
2024-05-30,2419.38,4020,Service Revenue,Wayne Enterprises,Subscription renewal,JE-00312
2024-03-19,1668.81,4020,Service Revenue,Stark Industries,Supplies purchase,JE-00607
2024-05-31,4013.72,6010,Professional Fees,Wayne Enterprises,Consulting fee,JE-00477
2024-07-08,8515.42,6030,Insurance Expense,Soylent Foods,Contract milestone,JE-00457
2024-03-27,681.01,5010,Cost of Goods Sold,Cyberdyne Systems,Reimbursement,JE-00363
2024-05-20,1900.0,7010,Bank Fees,Initech LLC,Maintenance work,JE-00688
2024-08-12,6793.63,6040,Rent Expense,Acme Supplies,Vendor payment,JE-00320
2024-05-15,4305.19,6030,Insurance Expense,Tyrell Corp,Service charge,JE-00653
2024-03-27,1084.32,6060,Marketing Expense,Globex Corp,Contract milestone,JE-00571
2024-09-05,4245.29,6030,Insurance Expense,Massive Dynamic,Subscription renewal,JE-00408
2024-10-31,1679.26,4020,Service Revenue,Soylent Foods,Maintenance work,JE-00370
2024-08-19,3848.66,6010,Professional Fees,Umbrella Co,Reimbursement,JE-00178
2024-10-31,1243.43,6090,Office Supplies,Acme Supplies,Reimbursement,JE-00288
2024-06-10,2028.53,6020,Software Subscriptions,Cyberdyne Systems,Maintenance work,JE-00198
2024-02-22,300.0,6090,Office Supplies,Massive Dynamic,Monthly invoice,JE-00712
2024-10-11,1118.6,6060,Marketing Expense,Initech LLC,Supplies purchase,JE-00329
2024-10-14,4828.87,6010,Professional Fees,Umbrella Co,Subscription renewal,JE-00569
2024-06-12,3819.81,6020,Software Subscriptions,Stark Industries,Service charge,JE-00592
2024-10-03,4199.57,7010,Bank Fees,Stark Industries,Service charge,JE-00552
2024-04-25,3223.0,6040,Rent Expense,Hooli Inc,Maintenance work,JE-00512
2024-12-26,4800.0,6080,Repairs & Maintenance,Pinecone Partners #7618,,JE-00767
2024-05-27,4266.57,6040,Rent Expense,Vandelay Imports,Service charge,JE-00416
2024-10-24,5012.03,6030,Insurance Expense,Stark Industries,Reimbursement,JE-00551
2024-07-16,4777.93,6030,Insurance Expense,Cyberdyne Systems,Service charge,JE-00604
2024-09-05,1218.4,6090,Office Supplies,Cyberdyne Systems,Monthly invoice,JE-00596
2024-08-12,878.73,5010,Cost of Goods Sold,Stark Industries,Supplies purchase,JE-00044
2024-05-01,6015.46,6030,Insurance Expense,Initech LLC,Consulting fee,JE-00043
2024-10-02,1078.57,6060,Marketing Expense,Tyrell Corp,Subscription renewal,JE-00622
2024-06-21,927.07,6090,Office Supplies,Cyberdyne Systems,Consulting fee,JE-00419
2024-08-05,1406.6,5010,Cost of Goods Sold,Acme Supplies,Vendor payment,JE-00264
2024-02-29,3905.18,6040,Rent Expense,Acme Supplies,Reimbursement,JE-00430
2024-02-12,3042.75,6010,Professional Fees,Tyrell Corp,Consulting fee,JE-00189
2024-05-20,877.25,6060,Marketing Expense,Initech LLC,Contract milestone,JE-00553
2024-03-08,4756.61,6040,Rent Expense,Globex Corp,Maintenance work,JE-00523
2024-01-22,6897.06,6040,Rent Expense,Soylent Foods,Maintenance work,JE-00254
2024-08-22,972.84,5010,Cost of Goods Sold,Acme Supplies,Consulting fee,JE-00272
2024-09-05,2347.61,4020,Service Revenue,Cedar & Co #2020,Maintenance work,JE-00660
2024-09-26,3560.78,6020,Software Subscriptions,Cyberdyne Systems,Equipment rental,JE-00174
2024-11-21,782.54,6060,Marketing Expense,Stark Industries,Equipment rental,JE-00373
2024-04-15,3569.1,6070,Travel & Entertainment,Vandelay Imports,Supplies purchase,JE-00124
2024-10-09,1293.22,5010,Cost of Goods Sold,Soylent Foods,Monthly invoice,JE-00549
2024-11-17,4800.0,6050,Utilities Expense,Echo Services #8038,,JE-00736
2024-02-11,24000.0,6090,Office Supplies,Vista Trading Co #6942,,JE-00790
2024-03-14,2834.21,6020,Software Subscriptions,Tyrell Corp,Maintenance work,JE-00035
2024-10-30,4898.92,6040,Rent Expense,Vandelay Imports,Vendor payment,JE-00270
2024-02-17,9600.0,6040,Rent Expense,Pinecone Partners #6864,,JE-00772
2024-03-19,3776.1,6020,Software Subscriptions,Stark Industries,Reimbursement,JE-00112
2024-12-18,3567.57,6030,Insurance Expense,Initech LLC,Service charge,JE-00182
2024-11-04,2884.79,7010,Bank Fees,Cyberdyne Systems,Subscription renewal,JE-00435
2024-10-13,9600.0,5010,Cost of Goods Sold,Redrock LLC #7840,,JE-00778
2024-12-06,3022.5,7010,Bank Fees,Cyberdyne Systems,Service charge,JE-00427
2024-12-23,757.76,6060,Marketing Expense,Wayne Enterprises,Monthly invoice,JE-00418
2024-03-13,2590.4,7010,Bank Fees,Soylent Foods,Supplies purchase,JE-00231
2024-01-03,810.17,6090,Office Supplies,Vandelay Imports,Maintenance work,JE-00141
2024-12-17,3485.27,6080,Repairs & Maintenance,Stark Industries,Vendor payment,JE-00173
2024-02-25,4800.0,7010,Bank Fees,Echo Services #6201,,JE-00783
2024-07-08,4884.25,6030,Insurance Expense,Tyrell Corp,Vendor payment,JE-00407
2024-01-30,761.83,6060,Marketing Expense,Initech LLC,Subscription renewal,JE-00048
2024-06-06,2353.79,6080,Repairs & Maintenance,Cyberdyne Systems,Equipment rental,JE-00362
2024-07-26,7000.79,6040,Rent Expense,Tyrell Corp,Equipment rental,JE-00600
2024-04-18,1156.93,5010,Cost of Goods Sold,Soylent Foods,Consulting fee,JE-00225
2024-07-04,2758.94,4010,Sales Revenue,Globex Corp,Monthly invoice,JE-00333
2024-10-11,6381.95,6030,Insurance Expense,Cyberdyne Systems,Maintenance work,JE-00508
2024-04-02,1920.06,4020,Service Revenue,Umbrella Co,Subscription renewal,JE-00194
2024-05-07,7954.52,6030,Insurance Expense,Globex Corp,Maintenance work,JE-00277
2024-10-07,4579.43,6010,Professional Fees,Vandelay Imports,Maintenance work,JE-00069
2024-06-13,1461.75,4020,Service Revenue,Globex Corp,Vendor payment,JE-00332
2024-05-05,9600.0,6050,Utilities Expense,Vista Trading Co #7343,,JE-00745
2024-01-02,13814.41,7010,Bank Fees,Hooli Inc,Subscription renewal,JE-00671
2024-04-14,24000.0,6090,Office Supplies,Vista Trading Co #1136,,JE-00799
2024-05-27,1020.39,6060,Marketing Expense,Tyrell Corp,Subscription renewal,JE-00460
2024-01-16,2425.79,6080,Repairs & Maintenance,Tyrell Corp,Supplies purchase,JE-00455
2024-05-22,3449.91,6050,Utilities Expense,Stark Industries,Monthly invoice,JE-00003
2024-05-15,1430.08,4020,Service Revenue,Umbrella Co,Monthly invoice,JE-00557
2024-09-05,4104.45,6070,Travel & Entertainment,Tyrell Corp,Reimbursement,JE-00101
2024-11-25,2460.75,7010,Bank Fees,Wayne Enterprises,Equipment rental,JE-00212
2024-10-15,4548.73,6010,Professional Fees,Stark Industries,Maintenance work,JE-00616
2024-11-13,1717.35,6020,Software Subscriptions,Vandelay Imports,Subscription renewal,JE-00165
2024-04-23,2927.37,6020,Software Subscriptions,Tyrell Corp,Monthly invoice,JE-00200
2024-03-30,5744.81,6070,Travel & Entertainment,Vandelay Imports,Consulting fee,JE-00669
2024-11-11,1567.05,4020,Service Revenue,Soylent Foods,Vendor payment,JE-00139
2024-12-29,4800.0,6010,Professional Fees,Apex Traders #6921,,JE-00740
2024-03-21,2225.94,7010,Bank Fees,Globex Corp,Consulting fee,JE-00047
2024-05-02,2148.51,4010,Sales Revenue,Initech LLC,Consulting fee,JE-00501
2024-12-31,9600.0,6010,Professional Fees,Vista Trading Co #5248,,JE-00722
2024-11-28,3586.11,6030,Insurance Expense,Initech LLC,Maintenance work,JE-00245
2024-06-11,7844.6,6050,Utilities Expense,Massive Dynamic,Reimbursement,JE-00593
2024-03-08,4572.46,6040,Rent Expense,Stark Industries,Maintenance work,JE-00222
2024-08-28,596.12,5010,Cost of Goods Sold,Initech LLC,Service charge,JE-00164
2024-03-20,1118.19,6090,Office Supplies,Stark Industries,Vendor payment,JE-00197
2024-06-13,3700.0,4020,Service Revenue,Tyrell Corp,Equipment rental,JE-00684
2024-11-28,1330.61,6090,Office Supplies,Stark Industries,Subscription renewal,JE-00521
2024-09-24,5079.23,6080,Repairs & Maintenance,Umbrella Co,Equipment rental,JE-00040
2024-08-13,3604.51,6020,Software Subscriptions,Cyberdyne Systems,Vendor payment,JE-00385
2024-12-27,9600.0,6050,Utilities Expense,Vista Trading Co #2206,,JE-00749
2024-04-08,8345.36,6030,Insurance Expense,Initech LLC,Service charge,JE-00018
2024-09-09,1800.91,4010,Sales Revenue,Umbrella Co,Vendor payment,JE-00138
2024-01-18,3865.29,6010,Professional Fees,Acme Supplies,Monthly invoice,JE-00126
2024-01-11,8583.89,6040,Rent Expense,Tyrell Corp,Vendor payment,JE-00587
2024-05-10,2411.04,6070,Travel & Entertainment,Vandelay Imports,Contract milestone,JE-00440
2024-01-25,5220.71,6010,Professional Fees,Umbrella Co,Contract milestone,JE-00284
2024-09-27,1027.83,5010,Cost of Goods Sold,Acme Supplies,Monthly invoice,JE-00487
2024-02-22,5342.11,6010,Professional Fees,Globex Corp,Reimbursement,JE-00025
2024-11-29,6264.4,6010,Professional Fees,Stark Industries,Consulting fee,JE-00004
2024-07-12,2946.05,6020,Software Subscriptions,Globex Corp,Reimbursement,JE-00392
2024-12-16,6401.63,6040,Rent Expense,Globex Corp,Reimbursement,JE-00633
2024-11-06,1896.37,4020,Service Revenue,Massive Dynamic,Contract milestone,JE-00096
2024-11-21,3586.55,6080,Repairs & Maintenance,Acme Supplies,Service charge,JE-00187
2024-05-01,4525.83,6010,Professional Fees,Tyrell Corp,Contract milestone,JE-00535
2024-12-22,24000.0,6030,Insurance Expense,Redrock LLC #8544,,JE-00777
2024-09-20,1058.78,6090,Office Supplies,Globex Corp,Contract milestone,JE-00321
2024-10-09,4364.93,6040,Rent Expense,Initech LLC,Subscription renewal,JE-00625
2024-11-27,3487.96,7010,Bank Fees,Wayne Enterprises,Consulting fee,JE-00074
2024-08-02,3102.96,6070,Travel & Entertainment,Globex Corp,Maintenance work,JE-00438
2024-12-30,1627.49,4020,Service Revenue,Massive Dynamic,Service charge,JE-00504
2024-07-27,24000.0,6070,Travel & Entertainment,Maple Holdings #3358,,JE-00717
2024-05-20,2573.95,6020,Software Subscriptions,Soylent Foods,Service charge,JE-00123
2024-02-02,4752.35,6040,Rent Expense,Massive Dynamic,Maintenance work,JE-00077
2024-05-21,969.92,6060,Marketing Expense,Umbrella Co,Maintenance work,JE-00309
2024-11-07,5966.84,6030,Insurance Expense,Stark Industries,Equipment rental,JE-00371
2024-09-03,3969.96,6040,Rent Expense,Wayne Enterprises,Reimbursement,JE-00005
2024-06-26,3057.83,4010,Sales Revenue,Stark Industries,Vendor payment,JE-00337
2024-03-19,3628.37,7010,Bank Fees,Umbrella Co,Monthly invoice,JE-00395
2024-01-02,4317.38,6010,Professional Fees,Vandelay Imports,Monthly invoice,JE-00352
2024-11-02,3291.0,7010,Bank Fees,Initech LLC,Consulting fee,JE-00680
2024-10-01,3213.57,6080,Repairs & Maintenance,Tyrell Corp,Service charge,JE-00495
2024-02-05,3500.0,5010,Cost of Goods Sold,Stark Industries,Consulting fee,JE-00661
2024-07-05,6656.89,6030,Insurance Expense,Vandelay Imports,Supplies purchase,JE-00609
